time_s,numerical_displacement_mm,exact_displacement_mm,velocity_m_per_s,mount_load_N,energy_J,damping_power_W
1.4020000000000001,-2.33947831951992,-2.3394784707606586,-0.013116995684218587,-9.620253191764052,0.011806595493906542,0.003441111515596181
1.4040000000000001,-2.363784090890239,-2.363784183299271,-0.011186821855550902,-9.678872800671975,0.011800675372830745,0.0025028996645566266
1.4060000000000001,-2.3842188362575105,-2.3842188697549136,-0.009246492518223544,-9.721805195394513,0.011796487037778056,0.0017099524777912795
1.408,-2.400765382860708,-2.4007653574609864,-0.007299146126069909,-9.74904445396423,0.011793736517933251,0.0010655506833944274
1.41,-2.4134128343569605,-2.41341275016891,-0.005347919807552076,-9.760609733578884,0.011792124249417835,0.0005720049253601566
1.412,-2.4221565631630346,-2.4221564203894603,-0.003395944362339702,-9.756545139898932,0.011791347023508062,0.00023064876224213613
1.414,-2.4269981928187407,-2.426997991756017,-0.00144633928796711,-9.736919557034305,0.011791099942570453,4.183794671834414e-05
1.416,-2.4279455704402535,-2.427945311477743,0.0004977921556110927,-9.701826438648792,0.011791078371191836,4.955940603758768e-06
1.418,-2.425012729346897,-2.4250124129662116,0.0024333678358372723,-9.651383560670842,0.011790979870111408,0.00011842558048974741
1.42,-2.41821984196028,-2.418219468734399,0.00435733158411601,-9.5857327361588,0.011790506100770476,0.00037972677067869874
1.422,-2.4075931630898246,-2.40759273368207,0.0062666579716178835,-9.50503949292694,0.011789364688579943,0.0007854200426648393
1.424,-2.393164963733611,-2.39316447889647,0.008158357016939356,-9.409492714595658,0.011787271033363411,0.0013311757843168725
1.426,-2.3749734555380972,-2.374972916111911,0.01002947881837458,-9.299304245784898,0.011783950055862262,0.002011808907364487
1.428,-2.3530627060746028,-2.353062112986111,0.011877118103704228,-9.174708462224327,0.011779137869684958,0.0028213186889867745
1.43,-2.327482545104502,-2.3274818993652504,0.013698418690566476,-9.035961806606677,0.011772583368642564,0.0037529334924412197
1.432,-2.2982884620187325,-2.2982877647233515,0.01549057785064569,-8.883342291062016,0.011764049720031436,0.004799160042938296
1.434,-2.265541494650622,-2.265540746974963,0.017250850571094975,-8.717148967180588,0.011753315755098788,0.005951836908524956
1.436,-2.2293081096739704,-2.2293073128731202,0.01897655370679905,-8.5377013645599,0.011740177248651408,0.007202191811740575
1.438,-2.1896600748109556,-2.189659230217132,0.020665070017283783,-8.345338898898147,0.011724448080538444,0.008540902376384822
1.44,-2.146674323086567,-2.14667343210688,0.022313852082287543,-8.140420250700517,0.011705961272549381,0.009958159895004162
1.442,-2.1004328093780695,-2.1004318734921688,0.023920426090227237,-7.923322715707734,0.011684569895113819,0.011443735686760478
1.444,-2.0510223595192714,-2.0510213802768953,0.025482395494017738,-7.69444152819673,0.011660147839063677,0.012987049602270711
1.446,-1.9985345122302467,-1.9985334912486306,0.026997444528937455,-7.4541891583422375,0.011632590448616054,0.014577240221861097
1.448,-1.9430653541535177,-1.9430642931147344,0.028463341587474104,-7.202994584864588,0.011601815012649633,0.016203236286504656
1.45,-1.8847153482876071,-1.8847142489357722,0.029877942446333405,-6.941302544223761,0.011567761112273811,0.01785382889652823
1.452,-1.82358915611823,-1.8235880202566248,0.031239193341048643,-6.669572757651947,0.011530390823621086,0.01951774401198836
1.454,-1.7597954537562706,-1.7597942832443914,0.03254513388389056,-6.388279137347271,0.011489688775724285,0.021183714790407232
1.456,-1.693446742400026,-1.6934455391505128,0.033793899821044485,-6.097908973179214,0.011445662064264471,0.022840553302295806
1.458,-1.6246591534469823,-1.6246579194224828,0.034983725625294136,-5.798962101282046,0.011398340022887438,0.024477221172517234
1.46,-1.5535522485876438,-1.5535509857976189,0.03611294692072945,-5.491950055935987,0.011347773854680563,0.026082898705988455
1.462,-1.4802488152206137,-1.480247525718029,0.03718000273627761,-5.177395206156903,0.011294036127272115,0.027647052069392216
1.464,-1.4048746575342401,-1.404873343412243,0.038183437585142706,-4.855829878434107,0.01123722013585634,0.02915949811636977
1.466,-1.3275583836056897,-1.327557046994179,0.03912190336752897,-4.527795467072179,0.011177439139254876,0.030610466461965493
1.468,-1.2484311888732564,-1.2484298319354195,0.039994161094315174,-4.193841533606722,0.011114825474893151,0.031990658432760666
1.47,-1.1676266363420946,-1.1676252612709128,0.04079908242964294,-3.8545248967755197,0.011049529559295104,0.03329130254201598
1.472,-1.0852804338873352,-1.085279042902007,0.04153565105067901,-3.5104087145357603,0.010981718781376227,0.03450420616407545
1.474,-1.0015302090217306,-1.0015288043640773,0.04220296382311026,-3.1620615596247172,0.010911576296439988,0.03562180310909506
1.476,-0.9165152814975511,-0.9165138654284128,0.042800231791230374,-2.810056490165597,0.010839299729352306,0.036637196827660944
1.478,-0.8303764341144443,-0.8303750089100057,0.04332678098177748,-2.4549701168222278,0.010765099795879814,0.037544199004858295
1.48,-0.743255682106341,-0.7432542500544594,0.04378205302098289,-2.0973816680057062,0.010689198851627509,0.03833736333464314
1.482,-0.6552960414812778,-0.6552946048778208,0.04416560556459143,-1.7378720546332826,0.010611829378397414,0.03901201429774139
1.484,-0.5666412966881832,-0.5666398578333042,0.04447711254091345,-1.3770229359344637,0.010533232418110336,0.03956427079954162
